"","Iplant_Double","Month","Year","Hummingbird","Camera","Day","Bird","Plant","Yobs","Transect_R","DateP","ID","Elev","Traitmatch","Flowers","Month.a","jBird","jPlant"
"572","Columnea strigosa",2,"2014","Speckled Hummingbird",129,1,20,56,0,"2300_2500","2014-02-12","FH510",NA,3.061,0,NA,13,11
"573","Columnea strigosa",5,"2014","Collared Inca",97,1,16,56,0,"2100_2300","2014-05-21","FH317",NA,1.324,12,"May",5,11
"574","Columnea strigosa",5,"2014","Buff-tailed Coronet",97,1,17,56,0,"2100_2300","2014-05-21","FH317",NA,2.877,12,"May",4,11
"575","Columnea strigosa",5,"2014","Speckled Hummingbird",97,1,20,56,1,"2100_2300","2014-05-21","FH317",2170,3.061,12,"May",13,11
"576","Columnea strigosa",5,"2014","Green-fronted Lancebill",97,1,15,56,0,"2100_2300","2014-05-21","FH317",NA,1.306,12,"May",10,11
"577","Columnea strigosa",6,"2015","Green-fronted Lancebill",19,1,15,56,0,"2100_2300","2015-06-23","FH1122",NA,1.306,22,"Jun",10,11
"578","Columnea strigosa",6,"2015","Tawny-bellied Hermit",19,1,11,56,0,"2100_2300","2015-06-23","FH1122",NA,0.502,22,"Jun",15,11
"579","Columnea strigosa",6,"2015","Violet-tailed Sylph",19,1,14,56,3,"2100_2300","2015-06-23","FH1122",2130,2.941,22,"Jun",16,11
"580","Columnea strigosa",7,"2014","Tawny-bellied Hermit",110,1,11,56,1,"2300_2500","2014-07-02","FH419",2480,0.502,14.3333333333333,"Jul",15,11
"581","Drymonia tenuis",2,"2014","Collared Inca",8,1,16,15,0,"2300_2500","2014-02-12","FH110",NA,0.929,0,NA,5,12
"582","Drymonia tenuis",2,"2014","Buff-tailed Coronet",186,1,17,15,0,"2300_2500","2014-02-12","FH708",NA,0.624,0,NA,4,12
"583","Drymonia tenuis",2,"2014","Gorgeted Sunangel",8,1,19,15,1,"2300_2500","2014-02-12","FH110",2350,0.747,0,NA,8,12
"584","Drymonia tenuis",2,"2014","Gorgeted Sunangel",186,1,19,15,0,"2300_2500","2014-02-12","FH708",NA,0.747,0,NA,8,12
"585","Drymonia tenuis",2,"2014","Violet-tailed Sylph",8,1,14,15,1,"2300_2500","2014-02-12","FH110",2350,0.688,0,NA,16,12
"586","Drymonia tenuis",2,"2014","Speckled Hummingbird",8,1,20,15,0,"2300_2500","2014-02-12","FH110",NA,0.808,0,NA,13,12
"587","Drymonia tenuis",2,"2014","Buff-tailed Coronet",8,1,17,15,0,"2300_2500","2014-02-12","FH110",NA,0.624,0,NA,4,12
"588","Drymonia tenuis",2,"2014","Speckled Hummingbird",186,1,20,15,1,"2300_2500","2014-02-12","FH708",2360,0.808,0,NA,13,12
"589","Drymonia tenuis",2,"2014","Collared Inca",186,1,16,15,0,"2300_2500","2014-02-12","FH708",NA,0.929,0,NA,5,12
"590","Drymonia tenuis",3,"2014","Violet-tailed Sylph",132,1,14,15,1,"2100_2300","2014-03-25","FH513",2130,0.688,0,NA,16,12
"591","Drymonia tenuis",3,"2014","Tawny-bellied Hermit",132,1,11,15,0,"2100_2300","2014-03-25","FH513",NA,1.751,0,NA,15,12
"592","Drymonia tenuis",3,"2014","Green-fronted Lancebill",132,1,15,15,0,"2100_2300","2014-03-25","FH513",NA,0.947,0,NA,10,12
"593","Drymonia tenuis",4,"2014","Collared Inca",190,1,16,15,0,"2300_2500","2014-04-09","FH712",NA,0.929,0,NA,5,12
"594","Drymonia tenuis",4,"2014","Violet-tailed Sylph",190,1,14,15,5,"2300_2500","2014-04-09","FH712",2360,0.688,0,NA,16,12
"595","Drymonia tenuis",4,"2014","Gorgeted Sunangel",95,1,19,15,2,"2300_2500","2014-04-09","FH314",2420,0.747,0,NA,8,12
"596","Drymonia tenuis",4,"2014","Hoary Puffleg",95,1,18,15,1,"2300_2500","2014-04-09","FH314",2420,0.562,0,NA,11,12
"597","Drymonia tenuis",4,"2014","Gorgeted Sunangel",190,1,19,15,0,"2300_2500","2014-04-09","FH712",NA,0.747,0,NA,8,12
"598","Drymonia tenuis",4,"2014","Buff-tailed Coronet",190,1,17,15,0,"2300_2500","2014-04-09","FH712",NA,0.624,0,NA,4,12
"599","Drymonia tenuis",4,"2014","Speckled Hummingbird",95,1,20,15,3,"2300_2500","2014-04-09","FH314",2420,0.808,0,NA,13,12
"600","Drymonia tenuis",4,"2014","Speckled Hummingbird",190,1,20,15,3,"2300_2500","2014-04-09","FH712",2360,0.808,0,NA,13,12
"601","Drymonia tenuis",4,"2015","Violet-tailed Sylph",220,1,14,15,0,"2100_2300","2015-04-08","FH836",NA,0.688,0,NA,16,12
"602","Drymonia tenuis",4,"2015","Tawny-bellied Hermit",220,1,11,15,2,"2100_2300","2015-04-08","FH836",2110,1.751,0,NA,15,12
"603","Drymonia tenuis",4,"2015","Green-fronted Lancebill",220,1,15,15,0,"2100_2300","2015-04-08","FH836",NA,0.947,0,NA,10,12
"604","Drymonia tenuis",5,"2014","Collared Inca",96,1,16,15,0,"2100_2300","2014-05-07","FH316",NA,0.929,0,NA,5,12
"605","Drymonia tenuis",5,"2014","Violet-tailed Sylph",96,1,14,15,2,"2100_2300","2014-05-07","FH316",2270,0.688,0,NA,16,12
"606","Drymonia tenuis",5,"2014","Hoary Puffleg",96,1,18,15,0,"2100_2300","2014-05-07","FH316",NA,0.562,0,NA,11,12
"607","Drymonia tenuis",5,"2014","Buff-tailed Coronet",96,1,17,15,0,"2100_2300","2014-05-07","FH316",NA,0.624,0,NA,4,12
"608","Drymonia tenuis",5,"2015","Collared Inca",144,1,16,15,0,"2100_2300","2015-05-13","FH539",NA,0.929,0,NA,5,12
"609","Drymonia tenuis",5,"2015","Gorgeted Sunangel",144,1,19,15,3,"2100_2300","2015-05-13","FH539",2250,0.747,0,NA,8,12
"610","Drymonia tenuis",5,"2015","Buff-tailed Coronet",144,1,17,15,0,"2100_2300","2015-05-13","FH539",NA,0.624,0,NA,4,12
"611","Drymonia tenuis",5,"2015","Tawny-bellied Hermit",144,1,11,15,1,"2100_2300","2015-05-13","FH539",2250,1.751,0,NA,15,12
"612","Drymonia tenuis",5,"2015","Green-fronted Lancebill",144,1,15,15,0,"2100_2300","2015-05-13","FH539",NA,0.947,0,NA,10,12
"613","Drymonia tenuis",6,"2015","Collared Inca",147,1,16,15,0,"2100_2300","2015-06-23","FH542",NA,0.929,0,NA,5,12
"614","Drymonia tenuis",6,"2015","Violet-tailed Sylph",147,1,14,15,1,"2100_2300","2015-06-23","FH542",2260,0.688,0,NA,16,12
"615","Drymonia tenuis",6,"2015","Buff-tailed Coronet",147,1,17,15,0,"2100_2300","2015-06-23","FH542",NA,0.624,0,NA,4,12
"616","Drymonia tenuis",6,"2015","Green-fronted Lancebill",147,1,15,15,0,"2100_2300","2015-06-23","FH542",NA,0.947,0,NA,10,12
"617","Drymonia tenuis",7,"2013","Booted Racket-tail",264,1,8,15,0,"1700_1900","2013-07-09","FL063",NA,1.02,0,NA,2,12
"618","Drymonia tenuis",7,"2013","Booted Racket-tail",264,2,8,15,0,"1700_1900","2013-07-10","FL063",NA,1.02,0,NA,2,12
"619","Drymonia tenuis",7,"2013","Booted Racket-tail",264,3,8,15,0,"1700_1900","2013-07-11","FL063",NA,1.02,0,NA,2,12
"620","Drymonia tenuis",7,"2013","Purple-bibbed Whitetip",264,1,7,15,0,"1700_1900","2013-07-09","FL063",NA,0.382,0,NA,12,12
"621","Drymonia tenuis",7,"2013","Purple-bibbed Whitetip",264,2,7,15,0,"1700_1900","2013-07-10","FL063",NA,0.382,0,NA,12,12
"622","Drymonia tenuis",7,"2013","Purple-bibbed Whitetip",264,3,7,15,0,"1700_1900","2013-07-11","FL063",NA,0.382,0,NA,12,12
"623","Drymonia tenuis",7,"2013","Tawny-bellied Hermit",264,2,11,15,0,"1700_1900","2013-07-10","FL063",NA,1.751,0,NA,15,12
"624","Drymonia tenuis",7,"2013","Brown Inca",264,3,13,15,0,"1700_1900","2013-07-11","FL063",NA,1.044,0,NA,3,12
"625","Drymonia tenuis",7,"2013","Brown Inca",264,1,13,15,1,"1700_1900","2013-07-09","FL063",1710,1.044,0,NA,3,12
"626","Drymonia tenuis",7,"2013","Brown Inca",264,2,13,15,1,"1700_1900","2013-07-10","FL063",1710,1.044,0,NA,3,12
"627","Drymonia tenuis",7,"2013","Tawny-bellied Hermit",264,3,11,15,0,"1700_1900","2013-07-11","FL063",NA,1.751,0,NA,15,12
"628","Drymonia tenuis",7,"2013","Tawny-bellied Hermit",264,1,11,15,0,"1700_1900","2013-07-09","FL063",NA,1.751,0,NA,15,12
"629","Drymonia tenuis",7,"2013","White-whiskered Hermit",264,1,3,15,0,"1700_1900","2013-07-09","FL063",NA,1.908,0,NA,18,12
"630","Drymonia tenuis",7,"2013","Wedge-billed Hummingbird",264,1,6,15,0,"1700_1900","2013-07-09","FL063",NA,0.922,0,NA,17,12
"631","Drymonia tenuis",7,"2013","Wedge-billed Hummingbird",264,2,6,15,0,"1700_1900","2013-07-10","FL063",NA,0.922,0,NA,17,12
"632","Drymonia tenuis",7,"2013","White-whiskered Hermit",264,2,3,15,0,"1700_1900","2013-07-10","FL063",NA,1.908,0,NA,18,12
"633","Drymonia tenuis",7,"2013","Wedge-billed Hummingbird",264,3,6,15,0,"1700_1900","2013-07-11","FL063",NA,0.922,0,NA,17,12
"634","Drymonia tenuis",7,"2013","White-whiskered Hermit",264,3,3,15,1,"1700_1900","2013-07-11","FL063",1710,1.908,0,NA,18,12
"635","Drymonia tenuis",7,"2014","Violet-tailed Sylph",164,1,14,15,2,"2100_2300","2014-07-22","FH621",2130,0.688,0,NA,16,12
"636","Drymonia tenuis",7,"2014","Tawny-bellied Hermit",164,1,11,15,0,"2100_2300","2014-07-22","FH621",NA,1.751,0,NA,15,12
"637","Drymonia tenuis",7,"2014","Green-fronted Lancebill",164,1,15,15,0,"2100_2300","2014-07-22","FH621",NA,0.947,0,NA,10,12
"638","Drymonia tenuis",8,"2014","Collared Inca",213,1,16,15,0,"2100_2300","2014-08-01","FH820",NA,0.929,0,NA,5,12
"639","Drymonia tenuis",8,"2014","Collared Inca",41,1,16,15,0,"2300_2500","2014-08-01","FH122",NA,0.929,0,NA,5,12
"640","Drymonia tenuis",8,"2014","Violet-tailed Sylph",213,1,14,15,2,"2100_2300","2014-08-01","FH820",2281,0.688,0,NA,16,12
"641","Drymonia tenuis",8,"2014","Gorgeted Sunangel",41,1,19,15,1,"2300_2500","2014-08-01","FH122",2310,0.747,0,NA,8,12
"642","Drymonia tenuis",8,"2014","Buff-tailed Coronet",41,1,17,15,0,"2300_2500","2014-08-01","FH122",NA,0.624,0,NA,4,12
"643","Drymonia tenuis",8,"2014","Hoary Puffleg",41,1,18,15,0,"2300_2500","2014-08-01","FH122",NA,0.562,0,NA,11,12
"644","Drymonia tenuis",8,"2014","Hoary Puffleg",213,1,18,15,0,"2100_2300","2014-08-01","FH820",NA,0.562,0,NA,11,12
"645","Drymonia tenuis",8,"2014","Buff-tailed Coronet",213,1,17,15,0,"2100_2300","2014-08-01","FH820",NA,0.624,0,NA,4,12
"646","Drymonia tenuis",12,"2013","Gorgeted Sunangel",125,1,19,15,0,"2300_2500","2013-12-19","FH506",NA,0.747,0,NA,8,12
"647","Drymonia tenuis",12,"2013","Brown Inca",125,1,13,15,2,"2300_2500","2013-12-19","FH506",2390,1.044,0,NA,3,12
"648","Drymonia tenuis",12,"2013","Speckled Hummingbird",125,1,20,15,0,"2300_2500","2013-12-19","FH506",NA,0.808,0,NA,13,12
"649","Drymonia tenuis",12,"2013","Collared Inca",125,1,16,15,0,"2300_2500","2013-12-19","FH506",NA,0.929,0,NA,5,12
"650","Drymonia teuscheri",1,"2015","Collared Inca",14,1,16,17,3,"2100_2300","2015-01-19","FH1112",2170,0.877,0,NA,5,13
"651","Drymonia teuscheri",1,"2015","Collared Inca",217,1,16,17,0,"2300_2500","2015-01-19","FH831",NA,0.877,0,NA,5,13
"652","Drymonia teuscheri",1,"2015","Violet-tailed Sylph",217,1,14,17,3,"2300_2500","2015-01-19","FH831",2330,0.74,0,NA,16,13
"653","Drymonia teuscheri",1,"2015","Gorgeted Sunangel",217,1,19,17,0,"2300_2500","2015-01-19","FH831",NA,0.799,0,NA,8,13
"654","Drymonia teuscheri",1,"2015","Hoary Puffleg",217,1,18,17,0,"2300_2500","2015-01-19","FH831",NA,0.614,0,NA,11,13
"655","Drymonia teuscheri",1,"2015","Buff-tailed Coronet",14,1,17,17,0,"2100_2300","2015-01-19","FH1112",NA,0.676,0,NA,4,13
"656","Drymonia teuscheri",1,"2015","Buff-tailed Coronet",217,1,17,17,0,"2300_2500","2015-01-19","FH831",NA,0.676,0,NA,4,13
"657","Drymonia teuscheri",1,"2015","Green-fronted Lancebill",14,1,15,17,0,"2100_2300","2015-01-19","FH1112",NA,0.895,0,NA,10,13
"658","Drymonia teuscheri",1,"2015","Speckled Hummingbird",14,1,20,17,1,"2100_2300","2015-01-19","FH1112",2170,0.86,0,NA,13,13
"659","Drymonia teuscheri",1,"2015","Speckled Hummingbird",217,1,20,17,0,"2300_2500","2015-01-19","FH831",NA,0.86,0,NA,13,13
"660","Drymonia teuscheri",6,"2013","Tawny-bellied Hermit",246,1,11,17,0,"2100_2300","2013-06-19","FL031",NA,1.699,0,NA,15,13
"661","Drymonia teuscheri",6,"2013","Tawny-bellied Hermit",246,2,11,17,0,"2100_2300","2013-06-20","FL031",NA,1.699,0,NA,15,13
"662","Drymonia teuscheri",6,"2013","Violet-tailed Sylph",246,2,14,17,4,"2100_2300","2013-06-20","FL031",2120,0.74,0,NA,16,13
"663","Drymonia teuscheri",6,"2013","Violet-tailed Sylph",246,1,14,17,1,"2100_2300","2013-06-19","FL031",2120,0.74,0,NA,16,13
"664","Drymonia teuscheri",6,"2013","Green-fronted Lancebill",246,1,15,17,0,"2100_2300","2013-06-19","FL031",NA,0.895,0,NA,10,13
"665","Drymonia teuscheri",6,"2013","Green-fronted Lancebill",246,2,15,17,0,"2100_2300","2013-06-20","FL031",NA,0.895,0,NA,10,13
"666","Drymonia teuscheri",7,"2013","Wedge-billed Hummingbird",260,1,6,17,0,"1300_1500","2013-07-04","FL058",NA,0.974,0,NA,17,13
"667","Drymonia teuscheri",7,"2013","White-whiskered Hermit",260,1,3,17,0,"1300_1500","2013-07-04","FL058",NA,1.856,0,NA,18,13
"668","Drymonia teuscheri",7,"2013","Tawny-bellied Hermit",260,1,11,17,1,"1300_1500","2013-07-04","FL058",1340,1.699,0,NA,15,13
"669","Drymonia teuscheri",7,"2013","Wedge-billed Hummingbird",260,2,6,17,0,"1300_1500","2013-07-05","FL058",NA,0.974,0,NA,17,13
"670","Drymonia teuscheri",7,"2013","White-whiskered Hermit",260,2,3,17,3,"1300_1500","2013-07-05","FL058",1340,1.856,0,NA,18,13
"671","Drymonia teuscheri",7,"2013","Stripe-throated Hermit",260,1,4,17,1,"1300_1500","2013-07-04","FL058",1340,0.102,0,NA,14,13
"672","Drymonia teuscheri",7,"2013","Stripe-throated Hermit",260,2,4,17,2,"1300_1500","2013-07-05","FL058",1340,0.102,0,NA,14,13
"673","Drymonia teuscheri",7,"2013","Tawny-bellied Hermit",260,2,11,17,5,"1300_1500","2013-07-05","FL058",1340,1.699,0,NA,15,13
"674","Drymonia teuscheri",7,"2015","Collared Inca",227,1,16,17,0,"2100_2300","2015-07-29","FH843",NA,0.877,0,NA,5,13
"675","Drymonia teuscheri",7,"2015","Buff-tailed Coronet",227,1,17,17,0,"2100_2300","2015-07-29","FH843",NA,0.676,0,NA,4,13
"676","Drymonia teuscheri",7,"2015","Violet-tailed Sylph",227,1,14,17,2,"2100_2300","2015-07-29","FH843",2170,0.74,0,NA,16,13
"677","Drymonia teuscheri",7,"2015","Green-fronted Lancebill",227,1,15,17,0,"2100_2300","2015-07-29","FH843",NA,0.895,0,NA,10,13
"678","Fuchsia macrostigma",1,"2015","Hoary Puffleg",13,1,18,65,0,"2300_2500","2015-01-13","FH1111",NA,5.305,6,"Jan",11,14
"679","Fuchsia macrostigma",1,"2015","Gorgeted Sunangel",13,1,19,65,0,"2300_2500","2015-01-13","FH1111",NA,5.49,6,"Jan",8,14
"680","Fuchsia macrostigma",1,"2015","Violet-tailed Sylph",37,1,14,65,2,"2100_2300","2015-01-19","FH1212",2130,5.431,6,"Jan",16,14
"681","Fuchsia macrostigma",1,"2015","Buff-tailed Coronet",13,1,17,65,0,"2300_2500","2015-01-13","FH1111",NA,5.367,6,"Jan",4,14
"682","Fuchsia macrostigma",1,"2015","Tawny-bellied Hermit",13,1,11,65,2,"2300_2500","2015-01-13","FH1111",2330,2.992,6,"Jan",15,14
"683","Fuchsia macrostigma",1,"2015","Tawny-bellied Hermit",37,1,11,65,1,"2100_2300","2015-01-19","FH1212",2130,2.992,6,"Jan",15,14
"684","Fuchsia macrostigma",1,"2015","Collared Inca",13,1,16,65,0,"2300_2500","2015-01-13","FH1111",NA,3.814,6,"Jan",5,14
"685","Fuchsia macrostigma",1,"2015","Speckled Hummingbird",13,1,20,65,0,"2300_2500","2015-01-13","FH1111",NA,5.551,6,"Jan",13,14
"686","Fuchsia macrostigma",1,"2015","Green-fronted Lancebill",37,1,15,65,0,"2100_2300","2015-01-19","FH1212",NA,3.796,6,"Jan",10,14
"687","Fuchsia macrostigma",1,"2015","Brown Inca",37,1,13,65,3,"2100_2300","2015-01-19","FH1212",2130,3.699,6,"Jan",3,14
"688","Fuchsia macrostigma",2,"2014","Hoary Puffleg",73,1,18,65,0,"2100_2300","2014-02-12","FH209",NA,5.305,3.5,"Feb",11,14
"689","Fuchsia macrostigma",2,"2014","Tawny-bellied Hermit",73,1,11,65,1,"2100_2300","2014-02-12","FH209",2270,2.992,3.5,"Feb",15,14
"690","Fuchsia macrostigma",2,"2014","Buff-tailed Coronet",73,1,17,65,0,"2100_2300","2014-02-12","FH209",NA,5.367,3.5,"Feb",4,14
"691","Fuchsia macrostigma",2,"2014","Collared Inca",73,1,16,65,0,"2100_2300","2014-02-12","FH209",NA,3.814,3.5,"Feb",5,14
"692","Fuchsia macrostigma",2,"2015","Violet-tailed Sylph",115,1,14,65,1,"2100_2300","2015-02-11","FH432",2130,5.431,3,"Feb",16,14
"693","Fuchsia macrostigma",2,"2015","Tawny-bellied Hermit",115,1,11,65,2,"2100_2300","2015-02-11","FH432",2130,2.992,3,"Feb",15,14
"694","Fuchsia macrostigma",2,"2015","Green-fronted Lancebill",115,1,15,65,0,"2100_2300","2015-02-11","FH432",NA,3.796,3,"Feb",10,14
"695","Fuchsia macrostigma",3,"2014","Speckled Hummingbird",23,1,20,65,1,"2100_2300","2014-03-25","FH113",2230,5.551,9.5,"Mar",13,14
"696","Fuchsia macrostigma",3,"2014","Violet-tailed Sylph",94,1,14,65,0,"1900_2100","2014-03-25","FH313",NA,5.431,9.5,"Mar",16,14
"697","Fuchsia macrostigma",3,"2014","Collared Inca",23,1,16,65,0,"2100_2300","2014-03-25","FH113",NA,3.814,9.5,"Mar",5,14
"698","Fuchsia macrostigma",3,"2014","Green-crowned Brilliant",94,1,10,65,0,"1900_2100","2014-03-25","FH313",NA,4.878,9.5,"Mar",9,14
"699","Fuchsia macrostigma",3,"2014","Tawny-bellied Hermit",94,1,11,65,0,"1900_2100","2014-03-25","FH313",NA,2.992,9.5,"Mar",15,14
"700","Fuchsia macrostigma",3,"2014","Green-fronted Lancebill",23,1,15,65,0,"2100_2300","2014-03-25","FH113",NA,3.796,9.5,"Mar",10,14
"701","Fuchsia macrostigma",3,"2014","Buff-tailed Coronet",23,1,17,65,0,"2100_2300","2014-03-25","FH113",NA,5.367,9.5,"Mar",4,14
"702","Fuchsia macrostigma",3,"2014","Wedge-billed Hummingbird",94,1,6,65,1,"1900_2100","2014-03-25","FH313",2000,5.665,9.5,"Mar",17,14
"703","Fuchsia macrostigma",3,"2014","Fawn-breasted Brilliant",94,1,12,65,1,"1900_2100","2014-03-25","FH313",2000,4.987,9.5,"Mar",7,14
"704","Fuchsia macrostigma",4,"2014","Brown Inca",133,1,13,65,1,"1900_2100","2014-04-22","FH515",2080,3.699,11.4,"Apr",3,14
"705","Fuchsia macrostigma",4,"2014","Green-crowned Brilliant",133,1,10,65,0,"1900_2100","2014-04-22","FH515",NA,4.878,11.4,"Apr",9,14
"706","Fuchsia macrostigma",4,"2014","Violet-tailed Sylph",133,1,14,65,8,"1900_2100","2014-04-22","FH515",2080,5.431,11.4,"Apr",16,14
"707","Fuchsia macrostigma",4,"2014","Tawny-bellied Hermit",26,1,11,65,1,"2300_2500","2014-04-09","FH115",2450,2.992,11.4,"Apr",15,14
"708","Fuchsia macrostigma",4,"2014","Tawny-bellied Hermit",133,1,11,65,0,"1900_2100","2014-04-22","FH515",NA,2.992,11.4,"Apr",15,14
"709","Fuchsia macrostigma",4,"2015","Green-crowned Brilliant",199,1,10,65,0,"1900_2100","2015-04-28","FH734",NA,4.878,4.4,"Apr",9,14
"710","Fuchsia macrostigma",4,"2015","Fawn-breasted Brilliant",199,1,12,65,0,"1900_2100","2015-04-28","FH734",NA,4.987,4.4,"Apr",7,14
"711","Fuchsia macrostigma",4,"2015","Booted Racket-tail",199,1,8,65,0,"1900_2100","2015-04-28","FH734",NA,5.763,4.4,"Apr",2,14
"712","Fuchsia macrostigma",4,"2015","Tawny-bellied Hermit",199,1,11,65,0,"1900_2100","2015-04-28","FH734",NA,2.992,4.4,"Apr",15,14
"713","Fuchsia macrostigma",4,"2015","Brown Inca",199,1,13,65,0,"1900_2100","2015-04-28","FH734",NA,3.699,4.4,"Apr",3,14
"714","Fuchsia macrostigma",4,"2015","Wedge-billed Hummingbird",199,1,6,65,2,"1900_2100","2015-04-28","FH734",1940,5.665,4.4,"Apr",17,14
"715","Fuchsia macrostigma",4,"2015","Purple-bibbed Whitetip",199,1,7,65,0,"1900_2100","2015-04-28","FH734",NA,5.125,4.4,"Apr",12,14
"716","Fuchsia macrostigma",5,"2014","Tawny-bellied Hermit",161,1,11,65,2,"1900_2100","2014-05-21","FH617",1950,2.992,3.8,"May",15,14
"717","Fuchsia macrostigma",5,"2014","Green-crowned Brilliant",161,1,10,65,0,"1900_2100","2014-05-21","FH617",NA,4.878,3.8,"May",9,14
"718","Fuchsia macrostigma",5,"2014","Fawn-breasted Brilliant",161,1,12,65,0,"1900_2100","2014-05-21","FH617",NA,4.987,3.8,"May",7,14
"719","Fuchsia macrostigma",5,"2014","Purple-bibbed Whitetip",161,1,7,65,0,"1900_2100","2014-05-21","FH617",NA,5.125,3.8,"May",12,14
"720","Fuchsia macrostigma",5,"2014","Buff-tailed Coronet",106,1,17,65,0,"2300_2500","2014-05-07","FH415",NA,5.367,3.8,"May",4,14
"721","Fuchsia macrostigma",5,"2014","Booted Racket-tail",161,1,8,65,0,"1900_2100","2014-05-21","FH617",NA,5.763,3.8,"May",2,14
"722","Fuchsia macrostigma",5,"2014","Collared Inca",106,1,16,65,2,"2300_2500","2014-05-07","FH415",2350,3.814,3.8,"May",5,14
"723","Fuchsia macrostigma",5,"2014","Speckled Hummingbird",106,1,20,65,0,"2300_2500","2014-05-07","FH415",NA,5.551,3.8,"May",13,14
"724","Fuchsia macrostigma",5,"2014","Brown Inca",161,1,13,65,0,"1900_2100","2014-05-21","FH617",NA,3.699,3.8,"May",3,14
"725","Fuchsia macrostigma",5,"2014","Violet-tailed Sylph",106,1,14,65,1,"2300_2500","2014-05-07","FH415",2350,5.431,3.8,"May",16,14
"726","Fuchsia macrostigma",5,"2014","Gorgeted Sunangel",106,1,19,65,0,"2300_2500","2014-05-07","FH415",NA,5.49,3.8,"May",8,14
"727","Fuchsia macrostigma",8,"2015","Booted Racket-tail",45,1,8,65,0,"1700_1900","2015-08-25","FH1226",NA,5.763,0,NA,2,14
"728","Fuchsia macrostigma",8,"2015","Tawny-bellied Hermit",45,1,11,65,1,"1700_1900","2015-08-25","FH1226",1750,2.992,0,NA,15,14
"729","Fuchsia macrostigma",8,"2015","Purple-bibbed Whitetip",45,1,7,65,0,"1700_1900","2015-08-25","FH1226",NA,5.125,0,NA,12,14
"730","Fuchsia macrostigma",8,"2015","Wedge-billed Hummingbird",45,1,6,65,0,"1700_1900","2015-08-25","FH1226",NA,5.665,0,NA,17,14
"731","Fuchsia macrostigma",8,"2015","Green-crowned Brilliant",45,1,10,65,0,"1700_1900","2015-08-25","FH1226",NA,4.878,0,NA,9,14
"732","Fuchsia macrostigma",9,"2014","Tawny-bellied Hermit",166,1,11,65,3,"2100_2300","2014-09-10","FH623",2190,2.992,1,"Sep",15,14
"733","Fuchsia macrostigma",9,"2014","Buff-tailed Coronet",166,1,17,65,0,"2100_2300","2014-09-10","FH623",NA,5.367,1,"Sep",4,14
"734","Fuchsia macrostigma",9,"2014","Collared Inca",166,1,16,65,0,"2100_2300","2014-09-10","FH623",NA,3.814,1,"Sep",5,14
"735","Fuchsia macrostigma",9,"2014","Green-fronted Lancebill",166,1,15,65,0,"2100_2300","2014-09-10","FH623",NA,3.796,1,"Sep",10,14
"736","Fuchsia macrostigma",9,"2014","Brown Inca",166,1,13,65,1,"2100_2300","2014-09-10","FH623",2190,3.699,1,"Sep",3,14
"737","Fuchsia macrostigma",12,"2013","Buff-tailed Coronet",91,1,17,65,0,"2100_2300","2013-12-19","FH306",NA,5.367,1,"Dec",4,14
"738","Fuchsia macrostigma",12,"2013","Green-crowned Brilliant",100,1,10,65,0,"1900_2100","2013-12-04","FH404",NA,4.878,1,"Dec",9,14
"739","Fuchsia macrostigma",12,"2013","Brown Inca",100,1,13,65,1,"1900_2100","2013-12-04","FH404",1960,3.699,1,"Dec",3,14
"740","Fuchsia macrostigma",12,"2013","Collared Inca",91,1,16,65,0,"2100_2300","2013-12-19","FH306",NA,3.814,1,"Dec",5,14
"741","Fuchsia macrostigma",12,"2013","Hoary Puffleg",91,1,18,65,0,"2100_2300","2013-12-19","FH306",NA,5.305,1,"Dec",11,14
"742","Fuchsia macrostigma",12,"2013","Tawny-bellied Hermit",100,1,11,65,2,"1900_2100","2013-12-04","FH404",1960,2.992,1,"Dec",15,14
"743","Fuchsia macrostigma",12,"2013","Violet-tailed Sylph",100,1,14,65,1,"1900_2100","2013-12-04","FH404",1960,5.431,1,"Dec",16,14
"744","Fuchsia macrostigma",12,"2013","Tawny-bellied Hermit",91,1,11,65,2,"2100_2300","2013-12-19","FH306",2280,2.992,1,"Dec",15,14
