"","Iplant_Double","Month","Year","Hummingbird","Camera","Day","Bird","Plant","Yobs","Transect_R","DateP","ID","Elev","Traitmatch","Flowers","Month.a","jBird","jPlant"
"1520","Palicourea lineata",7,"2013","Violet-tailed Sylph",271,1,14,109,0,"1900_2100","2013-07-25","FL078A",NA,0.02,3002.5,"Jul",16,33
"1521","Palicourea lineata",7,"2013","Booted Racket-tail",271,1,8,109,1,"1900_2100","2013-07-25","FL078A",1960,0.352,3002.5,"Jul",2,33
"1522","Palicourea lineata",7,"2013","Buff-tailed Coronet",271,1,17,109,2,"1900_2100","2013-07-25","FL078A",1960,0.044,3002.5,"Jul",4,33
"1523","Palicourea lineata",7,"2013","Green-crowned Brilliant",271,1,10,109,0,"1900_2100","2013-07-25","FL078A",NA,0.533,3002.5,"Jul",9,33
"1524","Palicourea lineata",7,"2014","Speckled Hummingbird",211,1,20,109,0,"2300_2500","2014-07-02","FH818",NA,0.14,210.666666666667,"Jul",13,33
"1525","Palicourea lineata",7,"2014","Gorgeted Sunangel",211,1,19,109,7,"2300_2500","2014-07-02","FH818",2410,0.079,210.666666666667,"Jul",8,33
"1526","Pitcairnia sodiroi",4,"2015","Green-fronted Lancebill",16,1,15,112,0,"2100_2300","2015-04-28","FH1118",NA,1.558,0,NA,10,34
"1527","Pitcairnia sodiroi",4,"2015","Brown Inca",16,1,13,112,1,"2100_2300","2015-04-28","FH1118",2120,1.461,0,NA,3,34
"1528","Pitcairnia sodiroi",4,"2015","Tawny-bellied Hermit",16,1,11,112,4,"2100_2300","2015-04-28","FH1118",2120,0.754,0,NA,15,34
"1529","Pitcairnia sodiroi",4,"2015","Violet-tailed Sylph",16,1,14,112,9,"2100_2300","2015-04-28","FH1118",2120,3.193,0,NA,16,34
"1530","Pitcairnia sodiroi",5,"2015","Speckled Hummingbird",17,1,20,112,0,"2300_2500","2015-05-13","FH1119",NA,3.313,21.5,"May",13,34
"1531","Pitcairnia sodiroi",5,"2015","Collared Inca",175,1,16,112,9,"2100_2300","2015-05-13","FH639",2272,1.576,21.5,"May",5,34
"1532","Pitcairnia sodiroi",5,"2015","Violet-tailed Sylph",175,1,14,112,10,"2100_2300","2015-05-13","FH639",2272,3.193,21.5,"May",16,34
"1533","Pitcairnia sodiroi",5,"2015","Collared Inca",17,1,16,112,5,"2300_2500","2015-05-13","FH1119",2410,1.576,21.5,"May",5,34
"1534","Pitcairnia sodiroi",5,"2015","Buff-tailed Coronet",175,1,17,112,0,"2100_2300","2015-05-13","FH639",NA,3.129,21.5,"May",4,34
"1535","Pitcairnia sodiroi",5,"2015","Hoary Puffleg",175,1,18,112,0,"2100_2300","2015-05-13","FH639",NA,3.067,21.5,"May",11,34
"1536","Pitcairnia sodiroi",7,"2013","Brown Inca",273,3,13,112,4,"2100_2300","2013-07-27","FL080",2120,1.461,6.5,"Jul",3,34
"1537","Pitcairnia sodiroi",7,"2013","Brown Inca",273,1,13,112,1,"2100_2300","2013-07-25","FL080",2120,1.461,6.5,"Jul",3,34
"1538","Pitcairnia sodiroi",7,"2013","Brown Inca",273,2,13,112,4,"2100_2300","2013-07-26","FL080",2120,1.461,6.5,"Jul",3,34
"1539","Pitcairnia sodiroi",7,"2013","Green-fronted Lancebill",273,1,15,112,0,"2100_2300","2013-07-25","FL080",NA,1.558,6.5,"Jul",10,34
"1540","Pitcairnia sodiroi",7,"2013","Green-fronted Lancebill",273,2,15,112,0,"2100_2300","2013-07-26","FL080",NA,1.558,6.5,"Jul",10,34
"1541","Pitcairnia sodiroi",7,"2013","Tawny-bellied Hermit",273,3,11,112,1,"2100_2300","2013-07-27","FL080",2120,0.754,6.5,"Jul",15,34
"1542","Pitcairnia sodiroi",7,"2013","Violet-tailed Sylph",273,2,14,112,4,"2100_2300","2013-07-26","FL080",2120,3.193,6.5,"Jul",16,34
"1543","Pitcairnia sodiroi",7,"2013","Tawny-bellied Hermit",273,2,11,112,0,"2100_2300","2013-07-26","FL080",NA,0.754,6.5,"Jul",15,34
"1544","Pitcairnia sodiroi",7,"2013","Violet-tailed Sylph",273,1,14,112,2,"2100_2300","2013-07-25","FL080",2120,3.193,6.5,"Jul",16,34
"1545","Pitcairnia sodiroi",7,"2013","Green-fronted Lancebill",273,3,15,112,0,"2100_2300","2013-07-27","FL080",NA,1.558,6.5,"Jul",10,34
"1546","Pitcairnia sodiroi",7,"2013","Tawny-bellied Hermit",273,1,11,112,0,"2100_2300","2013-07-25","FL080",NA,0.754,6.5,"Jul",15,34
"1547","Pitcairnia sodiroi",7,"2013","Violet-tailed Sylph",273,3,14,112,1,"2100_2300","2013-07-27","FL080",2120,3.193,6.5,"Jul",16,34
"1548","Psammisia aberrans",1,"2014","Green-crowned Brilliant",71,1,10,120,0,"1900_2100","2014-01-02","FH206",NA,0.953,12,"Jan",9,35
"1549","Psammisia aberrans",1,"2014","Booted Racket-tail",71,1,8,120,0,"1900_2100","2014-01-02","FH206",NA,1.838,12,"Jan",2,35
"1550","Psammisia aberrans",1,"2014","Purple-bibbed Whitetip",71,1,7,120,0,"1900_2100","2014-01-02","FH206",NA,1.2,12,"Jan",12,35
"1551","Psammisia aberrans",1,"2014","Wedge-billed Hummingbird",71,1,6,120,0,"1900_2100","2014-01-02","FH206",NA,1.74,12,"Jan",17,35
"1552","Psammisia aberrans",1,"2014","Brown Inca",71,1,13,120,1,"1900_2100","2014-01-02","FH206",1908,0.226,12,"Jan",3,35
"1553","Psammisia aberrans",1,"2014","Tawny-bellied Hermit",71,1,11,120,0,"1900_2100","2014-01-02","FH206",NA,0.933,12,"Jan",15,35
"1554","Psammisia aberrans",7,"2013","Tawny-bellied Hermit",263,1,11,120,0,"1300_1500","2013-07-09","FL062",NA,0.933,0,NA,15,35
"1555","Psammisia aberrans",7,"2013","Tawny-bellied Hermit",262,1,11,120,2,"1300_1500","2013-07-10","FL061",1360,0.933,0,NA,15,35
"1556","Psammisia aberrans",7,"2013","Tawny-bellied Hermit",262,2,11,120,1,"1300_1500","2013-07-11","FL061",1360,0.933,0,NA,15,35
"1557","Psammisia aberrans",7,"2013","White-whiskered Hermit",262,1,3,120,6,"1300_1500","2013-07-10","FL061",1360,1.09,0,NA,18,35
"1558","Psammisia aberrans",7,"2013","Wedge-billed Hummingbird",262,1,6,120,0,"1300_1500","2013-07-10","FL061",NA,1.74,0,NA,17,35
"1559","Psammisia aberrans",7,"2013","Wedge-billed Hummingbird",263,2,6,120,0,"1300_1500","2013-07-10","FL062",NA,1.74,0,NA,17,35
"1560","Psammisia aberrans",7,"2013","White-whiskered Hermit",263,1,3,120,1,"1300_1500","2013-07-09","FL062",1450,1.09,0,NA,18,35
"1561","Psammisia aberrans",7,"2013","Tawny-bellied Hermit",263,2,11,120,1,"1300_1500","2013-07-10","FL062",1450,0.933,0,NA,15,35
"1562","Psammisia aberrans",7,"2013","White-whiskered Hermit",262,2,3,120,3,"1300_1500","2013-07-11","FL061",1360,1.09,0,NA,18,35
"1563","Psammisia aberrans",7,"2013","Purple-bibbed Whitetip",263,1,7,120,0,"1300_1500","2013-07-09","FL062",NA,1.2,0,NA,12,35
"1564","Psammisia aberrans",7,"2013","Wedge-billed Hummingbird",263,1,6,120,0,"1300_1500","2013-07-09","FL062",NA,1.74,0,NA,17,35
"1565","Psammisia aberrans",7,"2013","Wedge-billed Hummingbird",262,2,6,120,0,"1300_1500","2013-07-11","FL061",NA,1.74,0,NA,17,35
"1566","Psammisia aberrans",7,"2013","White-whiskered Hermit",263,2,3,120,0,"1300_1500","2013-07-10","FL062",NA,1.09,0,NA,18,35
"1567","Psammisia aberrans",7,"2013","Purple-bibbed Whitetip",263,2,7,120,0,"1300_1500","2013-07-10","FL062",NA,1.2,0,NA,12,35
"1568","Psammisia aberrans",8,"2015","Purple-bibbed Whitetip",60,1,7,120,0,"1300_1500","2015-08-12","FH1328",NA,1.2,388.25,"Aug",12,35
"1569","Psammisia aberrans",8,"2015","Collared Inca",60,1,16,120,2,"1300_1500","2015-08-12","FH1328",1500,0.111,388.25,"Aug",5,35
"1570","Psammisia aberrans",8,"2015","Wedge-billed Hummingbird",60,1,6,120,0,"1300_1500","2015-08-12","FH1328",NA,1.74,388.25,"Aug",17,35
"1571","Psammisia aberrans",11,"2013","Brown Inca",293,1,13,120,1,"1300_1500","2013-11-17","NF003",1458,0.226,72.5,"Nov",3,35
"1572","Psammisia aberrans",11,"2013","Tawny-bellied Hermit",293,1,11,120,1,"1300_1500","2013-11-17","NF003",1458,0.933,72.5,"Nov",15,35
"1573","Psammisia aberrans",11,"2013","Purple-bibbed Whitetip",293,1,7,120,0,"1300_1500","2013-11-17","NF003",NA,1.2,72.5,"Nov",12,35
"1574","Psammisia aberrans",11,"2013","Wedge-billed Hummingbird",293,1,6,120,0,"1300_1500","2013-11-17","NF003",NA,1.74,72.5,"Nov",17,35
"1575","Psammisia aberrans",12,"2013","Purple-bibbed Whitetip",303,1,7,120,0,"1300_1500","2013-12-15","NF018",NA,1.2,71.5,"Dec",12,35
"1576","Psammisia aberrans",12,"2013","Wedge-billed Hummingbird",303,1,6,120,0,"1300_1500","2013-12-15","NF018",NA,1.74,71.5,"Dec",17,35
"1577","Psammisia aberrans",12,"2013","White-whiskered Hermit",303,1,3,120,1,"1300_1500","2013-12-15","NF018",1413,1.09,71.5,"Dec",18,35
"1578","Psammisia sodiroi",5,"2015","Tawny-bellied Hermit",40,1,11,123,0,"2100_2300","2015-05-13","FH1219",NA,2.09,2.5,"May",15,36
"1579","Psammisia sodiroi",5,"2015","Green-fronted Lancebill",40,1,15,123,0,"2100_2300","2015-05-13","FH1219",NA,1.286,2.5,"May",10,36
"1580","Psammisia sodiroi",5,"2015","Violet-tailed Sylph",40,1,14,123,5,"2100_2300","2015-05-13","FH1219",2130,0.349,2.5,"May",16,36
"1581","Psammisia sodiroi",6,"2014","Green-fronted Lancebill",210,1,15,123,0,"2100_2300","2014-06-18","FH817",NA,1.286,13.5,"Jun",10,36
"1582","Psammisia sodiroi",6,"2014","Violet-tailed Sylph",210,1,14,123,0,"2100_2300","2014-06-18","FH817",NA,0.349,13.5,"Jun",16,36
"1583","Psammisia sodiroi",6,"2014","Tawny-bellied Hermit",210,1,11,123,0,"2100_2300","2014-06-18","FH817",NA,2.09,13.5,"Jun",15,36
"1584","Psammisia sodiroi",6,"2014","Green-crowned Brilliant",210,1,10,123,1,"2100_2300","2014-06-18","FH817",2120,0.204,13.5,"Jun",9,36
"1585","Psammisia sodiroi",6,"2015","Violet-tailed Sylph",225,1,14,123,2,"2300_2500","2015-06-23","FH841",2390,0.349,10.75,"Jun",16,36
"1586","Psammisia sodiroi",6,"2015","Gorgeted Sunangel",225,1,19,123,0,"2300_2500","2015-06-23","FH841",NA,0.408,10.75,"Jun",8,36
"1587","Psammisia sodiroi",6,"2015","Collared Inca",225,1,16,123,0,"2300_2500","2015-06-23","FH841",NA,1.268,10.75,"Jun",5,36
"1588","Psammisia sodiroi",6,"2015","Speckled Hummingbird",225,1,20,123,0,"2300_2500","2015-06-23","FH841",NA,0.469,10.75,"Jun",13,36
"1589","Psammisia sodiroi",7,"2013","Buff-tailed Coronet",276,2,17,123,0,"2300_2500","2013-07-29","FL083",NA,0.285,165.111111111111,"Jul",4,36
"1590","Psammisia sodiroi",7,"2013","Green-crowned Brilliant",274,1,10,123,0,"1900_2100","2013-07-26","FL081",NA,0.204,165.111111111111,"Jul",9,36
"1591","Psammisia sodiroi",7,"2013","Gorgeted Sunangel",276,2,19,123,13,"2300_2500","2013-07-29","FL083",2350,0.408,165.111111111111,"Jul",8,36
"1592","Psammisia sodiroi",7,"2013","Buff-tailed Coronet",276,1,17,123,0,"2300_2500","2013-07-28","FL083",NA,0.285,165.111111111111,"Jul",4,36
"1593","Psammisia sodiroi",7,"2013","Gorgeted Sunangel",276,1,19,123,11,"2300_2500","2013-07-28","FL083",2350,0.408,165.111111111111,"Jul",8,36
"1594","Psammisia sodiroi",7,"2013","Brown Inca",274,1,13,123,0,"1900_2100","2013-07-26","FL081",NA,1.383,165.111111111111,"Jul",3,36
"1595","Psammisia sodiroi",7,"2013","Violet-tailed Sylph",274,1,14,123,3,"1900_2100","2013-07-26","FL081",2100,0.349,165.111111111111,"Jul",16,36
"1596","Psammisia sodiroi",7,"2013","Speckled Hummingbird",276,1,20,123,0,"2300_2500","2013-07-28","FL083",NA,0.469,165.111111111111,"Jul",13,36
"1597","Psammisia sodiroi",7,"2013","Tawny-bellied Hermit",274,2,11,123,0,"1900_2100","2013-07-27","FL081",NA,2.09,165.111111111111,"Jul",15,36
"1598","Psammisia sodiroi",7,"2013","Brown Inca",274,2,13,123,1,"1900_2100","2013-07-27","FL081",2100,1.383,165.111111111111,"Jul",3,36
"1599","Psammisia sodiroi",7,"2013","Green-crowned Brilliant",274,2,10,123,0,"1900_2100","2013-07-27","FL081",NA,0.204,165.111111111111,"Jul",9,36
"1600","Psammisia sodiroi",7,"2013","Collared Inca",276,2,16,123,1,"2300_2500","2013-07-29","FL083",2350,1.268,165.111111111111,"Jul",5,36
"1601","Psammisia sodiroi",7,"2013","Speckled Hummingbird",276,2,20,123,1,"2300_2500","2013-07-29","FL083",2350,0.469,165.111111111111,"Jul",13,36
"1602","Psammisia sodiroi",7,"2013","Tawny-bellied Hermit",274,1,11,123,0,"1900_2100","2013-07-26","FL081",NA,2.09,165.111111111111,"Jul",15,36
"1603","Psammisia sodiroi",7,"2013","Collared Inca",276,1,16,123,0,"2300_2500","2013-07-28","FL083",NA,1.268,165.111111111111,"Jul",5,36
"1604","Psammisia sodiroi",7,"2013","Violet-tailed Sylph",274,2,14,123,4,"1900_2100","2013-07-27","FL081",2100,0.349,165.111111111111,"Jul",16,36
"1605","Psammisia sodiroi",8,"2013","Violet-tailed Sylph",285,2,14,123,5,"2100_2300","2013-08-03","FL094",2110,0.349,213.02,"Aug",16,36
"1606","Psammisia sodiroi",8,"2013","Tawny-bellied Hermit",285,2,11,123,0,"2100_2300","2013-08-03","FL094",NA,2.09,213.02,"Aug",15,36
"1607","Psammisia sodiroi",8,"2013","Tawny-bellied Hermit",285,3,11,123,0,"2100_2300","2013-08-04","FL094",NA,2.09,213.02,"Aug",15,36
"1608","Psammisia sodiroi",8,"2013","Violet-tailed Sylph",285,3,14,123,1,"2100_2300","2013-08-04","FL094",2110,0.349,213.02,"Aug",16,36
"1609","Psammisia sodiroi",8,"2013","Green-fronted Lancebill",285,1,15,123,0,"2100_2300","2013-08-02","FL094",NA,1.286,213.02,"Aug",10,36
"1610","Psammisia sodiroi",8,"2013","Green-fronted Lancebill",285,3,15,123,0,"2100_2300","2013-08-04","FL094",NA,1.286,213.02,"Aug",10,36
"1611","Psammisia sodiroi",8,"2013","Tawny-bellied Hermit",285,1,11,123,0,"2100_2300","2013-08-02","FL094",NA,2.09,213.02,"Aug",15,36
"1612","Psammisia sodiroi",8,"2013","Hoary Puffleg",285,2,18,123,2,"2100_2300","2013-08-03","FL094",2110,0.223,213.02,"Aug",11,36
"1613","Psammisia sodiroi",8,"2013","Violet-tailed Sylph",285,1,14,123,1,"2100_2300","2013-08-02","FL094",2110,0.349,213.02,"Aug",16,36
"1614","Psammisia sodiroi",8,"2013","Green-fronted Lancebill",285,2,15,123,0,"2100_2300","2013-08-03","FL094",NA,1.286,213.02,"Aug",10,36
"1615","Psammisia sodiroi",8,"2013","Hoary Puffleg",285,1,18,123,0,"2100_2300","2013-08-02","FL094",NA,0.223,213.02,"Aug",11,36
"1616","Psammisia sodiroi",8,"2013","Hoary Puffleg",285,3,18,123,1,"2100_2300","2013-08-04","FL094",2110,0.223,213.02,"Aug",11,36
"1617","Psammisia sodiroi",9,"2014","Green-crowned Brilliant",214,1,10,123,0,"1900_2100","2014-09-10","FH821",NA,0.204,23,"Sep",9,36
"1618","Psammisia sodiroi",9,"2014","Purple-bibbed Whitetip",214,1,7,123,0,"1900_2100","2014-09-10","FH821",NA,0.043,23,"Sep",12,36
"1619","Psammisia sodiroi",9,"2014","Tawny-bellied Hermit",214,1,11,123,0,"1900_2100","2014-09-10","FH821",NA,2.09,23,"Sep",15,36
"1620","Psammisia sodiroi",9,"2014","Violet-tailed Sylph",214,1,14,123,5,"1900_2100","2014-09-10","FH821",1950,0.349,23,"Sep",16,36
"1621","Psammisia sodiroi",9,"2014","Booted Racket-tail",214,1,8,123,0,"1900_2100","2014-09-10","FH821",NA,0.681,23,"Sep",2,36
"1622","Psammisia sodiroi",9,"2014","Fawn-breasted Brilliant",214,1,12,123,0,"1900_2100","2014-09-10","FH821",NA,0.095,23,"Sep",7,36
"1623","Psammisia sodiroi",9,"2014","Brown Inca",214,1,13,123,0,"1900_2100","2014-09-10","FH821",NA,1.383,23,"Sep",3,36
"1624","Psammisia sodiroi",10,"2013","Gorgeted Sunangel",1,1,19,123,1,"2100_2300","2013-10-22","FH101",2290,0.408,53.6,"Oct",8,36
"1625","Psammisia sodiroi",10,"2013","Hoary Puffleg",1,1,18,123,0,"2100_2300","2013-10-22","FH101",NA,0.223,53.6,"Oct",11,36
"1626","Psammisia sodiroi",10,"2013","Buff-tailed Coronet",1,1,17,123,0,"2100_2300","2013-10-22","FH101",NA,0.285,53.6,"Oct",4,36
"1627","Psammisia sodiroi",10,"2013","Collared Inca",1,1,16,123,0,"2100_2300","2013-10-22","FH101",NA,1.268,53.6,"Oct",5,36
"1628","Psammisia sodiroi",10,"2015","Green-fronted Lancebill",152,1,15,123,0,"2100_2300","2015-10-20","FH550",NA,1.286,2.5,"Oct",10,36
"1629","Psammisia sodiroi",10,"2015","Violet-tailed Sylph",152,1,14,123,1,"2100_2300","2015-10-20","FH550",2110,0.349,2.5,"Oct",16,36
"1630","Psammisia sodiroi",10,"2015","Tawny-bellied Hermit",152,1,11,123,0,"2100_2300","2015-10-20","FH550",NA,2.09,2.5,"Oct",15,36
"1631","Psammisia sodiroi",11,"2013","Violet-tailed Sylph",98,1,14,123,1,"2300_2500","2013-11-06","FH402",2480,0.349,10.5,"Nov",16,36
"1632","Psammisia sodiroi",11,"2013","Collared Inca",122,1,16,123,0,"2300_2500","2013-11-06","FH502",NA,1.268,10.5,"Nov",5,36
"1633","Psammisia sodiroi",11,"2013","Gorgeted Sunangel",122,1,19,123,1,"2300_2500","2013-11-06","FH502",2350,0.408,10.5,"Nov",8,36
"1634","Psammisia sodiroi",11,"2013","Violet-tailed Sylph",122,1,14,123,3,"2300_2500","2013-11-06","FH502",2350,0.349,10.5,"Nov",16,36
"1635","Psammisia sodiroi",11,"2013","Speckled Hummingbird",122,1,20,123,0,"2300_2500","2013-11-06","FH502",NA,0.469,10.5,"Nov",13,36
"1636","Psammisia sodiroi",11,"2013","Buff-tailed Coronet",122,1,17,123,0,"2300_2500","2013-11-06","FH502",NA,0.285,10.5,"Nov",4,36
"1637","Psammisia sodiroi",11,"2013","Hoary Puffleg",122,1,18,123,6,"2300_2500","2013-11-06","FH502",2350,0.223,10.5,"Nov",11,36
"1638","Psammisia sodiroi",11,"2013","Speckled Hummingbird",98,1,20,123,5,"2300_2500","2013-11-06","FH402",2480,0.469,10.5,"Nov",13,36
"1639","Psammisia sodiroi",11,"2014","Speckled Hummingbird",11,1,20,123,2,"2300_2500","2014-11-19","FH1108",2380,0.469,23.2,"Nov",13,36
"1640","Psammisia sodiroi",11,"2014","Collared Inca",11,1,16,123,0,"2300_2500","2014-11-19","FH1108",NA,1.268,23.2,"Nov",5,36
"1641","Psammisia sodiroi",11,"2014","Gorgeted Sunangel",11,1,19,123,1,"2300_2500","2014-11-19","FH1108",2380,0.408,23.2,"Nov",8,36
"1642","Psammisia sodiroi",11,"2014","Violet-tailed Sylph",11,1,14,123,2,"2300_2500","2014-11-19","FH1108",2380,0.349,23.2,"Nov",16,36
"1643","Psammisia ulbrichiana",3,"2015","Booted Racket-tail",173,1,8,124,1,"1900_2100","2015-03-25","FH636",1930,1.571,12.5,"Mar",2,37
"1644","Psammisia ulbrichiana",3,"2015","Brown Inca",173,1,13,124,1,"1900_2100","2015-03-25","FH636",1930,0.493,12.5,"Mar",3,37
"1645","Psammisia ulbrichiana",3,"2015","Purple-bibbed Whitetip",173,1,7,124,0,"1900_2100","2015-03-25","FH636",NA,0.933,12.5,"Mar",12,37
"1646","Psammisia ulbrichiana",3,"2015","Violet-tailed Sylph",173,1,14,124,2,"1900_2100","2015-03-25","FH636",1930,1.239,12.5,"Mar",16,37
"1647","Psammisia ulbrichiana",3,"2015","Tawny-bellied Hermit",173,1,11,124,0,"1900_2100","2015-03-25","FH636",NA,1.2,12.5,"Mar",15,37
"1648","Psammisia ulbrichiana",3,"2015","Green-crowned Brilliant",173,1,10,124,0,"1900_2100","2015-03-25","FH636",NA,0.686,12.5,"Mar",9,37
"1649","Psammisia ulbrichiana",3,"2015","Fawn-breasted Brilliant",173,1,12,124,0,"1900_2100","2015-03-25","FH636",NA,0.795,12.5,"Mar",7,37
"1650","Psammisia ulbrichiana",3,"2015","Wedge-billed Hummingbird",173,1,6,124,0,"1900_2100","2015-03-25","FH636",NA,1.473,12.5,"Mar",17,37
"1651","Psammisia ulbrichiana",5,"2015","Green-crowned Brilliant",42,1,10,124,0,"1900_2100","2015-05-27","FH1220",NA,0.686,19.8333333333333,"May",9,37
"1652","Psammisia ulbrichiana",5,"2015","Purple-bibbed Whitetip",42,1,7,124,0,"1900_2100","2015-05-27","FH1220",NA,0.933,19.8333333333333,"May",12,37
"1653","Psammisia ulbrichiana",5,"2015","Booted Racket-tail",42,1,8,124,0,"1900_2100","2015-05-27","FH1220",NA,1.571,19.8333333333333,"May",2,37
"1654","Psammisia ulbrichiana",5,"2015","Brown Inca",42,1,13,124,4,"1900_2100","2015-05-27","FH1220",1950,0.493,19.8333333333333,"May",3,37
"1655","Psammisia ulbrichiana",5,"2015","Fawn-breasted Brilliant",42,1,12,124,0,"1900_2100","2015-05-27","FH1220",NA,0.795,19.8333333333333,"May",7,37
"1656","Psammisia ulbrichiana",5,"2015","Tawny-bellied Hermit",42,1,11,124,0,"1900_2100","2015-05-27","FH1220",NA,1.2,19.8333333333333,"May",15,37
"1657","Psammisia ulbrichiana",6,"2013","Speckled Hummingbird",253,1,20,124,0,"2300_2500","2013-06-25","FL046",NA,1.359,957.325757575758,"Jun",13,37
"1658","Psammisia ulbrichiana",6,"2013","Gorgeted Sunangel",253,1,19,124,1,"2300_2500","2013-06-25","FL046",2410,1.298,957.325757575758,"Jun",8,37
"1659","Psammisia ulbrichiana",6,"2013","Tawny-bellied Hermit",245,1,11,124,0,"1900_2100","2013-06-15","FL030",NA,1.2,957.325757575758,"Jun",15,37
"1660","Psammisia ulbrichiana",6,"2013","Brown Inca",245,1,13,124,2,"1900_2100","2013-06-15","FL030",1960,0.493,957.325757575758,"Jun",3,37
"1661","Psammisia ulbrichiana",6,"2013","Green-crowned Brilliant",245,1,10,124,0,"1900_2100","2013-06-15","FL030",NA,0.686,957.325757575758,"Jun",9,37
"1662","Psammisia ulbrichiana",6,"2013","Tawny-bellied Hermit",245,2,11,124,0,"1900_2100","2013-06-16","FL030",NA,1.2,957.325757575758,"Jun",15,37
"1663","Psammisia ulbrichiana",6,"2013","Violet-tailed Sylph",245,1,14,124,0,"1900_2100","2013-06-15","FL030",NA,1.239,957.325757575758,"Jun",16,37
"1664","Psammisia ulbrichiana",6,"2013","Violet-tailed Sylph",245,2,14,124,1,"1900_2100","2013-06-16","FL030",1960,1.239,957.325757575758,"Jun",16,37
"1665","Psammisia ulbrichiana",6,"2013","Brown Inca",245,2,13,124,3,"1900_2100","2013-06-16","FL030",1960,0.493,957.325757575758,"Jun",3,37
"1666","Psammisia ulbrichiana",6,"2013","Green-crowned Brilliant",245,2,10,124,0,"1900_2100","2013-06-16","FL030",NA,0.686,957.325757575758,"Jun",9,37
"1667","Psammisia ulbrichiana",6,"2014","Tawny-bellied Hermit",108,1,11,124,0,"1900_2100","2014-06-04","FH417",NA,1.2,141.571428571429,"Jun",15,37
"1668","Psammisia ulbrichiana",6,"2014","Booted Racket-tail",108,1,8,124,2,"1900_2100","2014-06-04","FH417",1920,1.571,141.571428571429,"Jun",2,37
"1669","Psammisia ulbrichiana",6,"2014","Green-crowned Brilliant",108,1,10,124,0,"1900_2100","2014-06-04","FH417",NA,0.686,141.571428571429,"Jun",9,37
"1670","Psammisia ulbrichiana",6,"2014","Purple-bibbed Whitetip",108,1,7,124,0,"1900_2100","2014-06-04","FH417",NA,0.933,141.571428571429,"Jun",12,37
"1671","Psammisia ulbrichiana",6,"2014","Brown Inca",108,1,13,124,0,"1900_2100","2014-06-04","FH417",NA,0.493,141.571428571429,"Jun",3,37
"1672","Psammisia ulbrichiana",6,"2014","Wedge-billed Hummingbird",108,1,6,124,0,"1900_2100","2014-06-04","FH417",NA,1.473,141.571428571429,"Jun",17,37
"1673","Psammisia ulbrichiana",6,"2015","Green-fronted Lancebill",146,1,15,124,0,"2100_2300","2015-06-09","FH541",NA,0.396,192.666666666667,"Jun",10,37
"1674","Psammisia ulbrichiana",6,"2015","Collared Inca",146,1,16,124,6,"2100_2300","2015-06-09","FH541",2180,0.378,192.666666666667,"Jun",5,37
"1675","Psammisia ulbrichiana",6,"2015","Violet-tailed Sylph",59,1,14,124,0,"2100_2300","2015-06-23","FH1322",NA,1.239,192.666666666667,"Jun",16,37
"1676","Psammisia ulbrichiana",6,"2015","Buff-tailed Coronet",146,1,17,124,0,"2100_2300","2015-06-09","FH541",NA,1.175,192.666666666667,"Jun",4,37
"1677","Psammisia ulbrichiana",6,"2015","Gorgeted Sunangel",85,1,19,124,1,"2300_2500","2015-06-23","FH240",2480,1.298,192.666666666667,"Jun",8,37
"1678","Psammisia ulbrichiana",6,"2015","Green-fronted Lancebill",59,1,15,124,0,"2100_2300","2015-06-23","FH1322",NA,0.396,192.666666666667,"Jun",10,37
"1679","Psammisia ulbrichiana",6,"2015","Collared Inca",59,1,16,124,1,"2100_2300","2015-06-23","FH1322",2110,0.378,192.666666666667,"Jun",5,37
"1680","Psammisia ulbrichiana",6,"2015","Tawny-bellied Hermit",59,1,11,124,0,"2100_2300","2015-06-23","FH1322",NA,1.2,192.666666666667,"Jun",15,37
"1681","Psammisia ulbrichiana",6,"2015","Brown Inca",59,1,13,124,1,"2100_2300","2015-06-23","FH1322",2110,0.493,192.666666666667,"Jun",3,37
"1682","Psammisia ulbrichiana",7,"2013","Tawny-bellied Hermit",266,1,11,124,0,"1700_1900","2013-07-24","FL072",NA,1.2,254.444444444445,"Jul",15,37
"1683","Psammisia ulbrichiana",7,"2013","Booted Racket-tail",277,1,8,124,0,"1700_1900","2013-07-28","FL084",NA,1.571,254.444444444445,"Jul",2,37
"1684","Psammisia ulbrichiana",7,"2013","Brown Inca",266,2,13,124,5,"1700_1900","2013-07-25","FL072",1890,0.493,254.444444444445,"Jul",3,37
"1685","Psammisia ulbrichiana",7,"2013","Brown Inca",278,1,13,124,0,"1900_2100","2013-07-23","FL086",NA,0.493,254.444444444445,"Jul",3,37
"1686","Psammisia ulbrichiana",7,"2013","Purple-bibbed Whitetip",266,2,7,124,0,"1700_1900","2013-07-25","FL072",NA,0.933,254.444444444445,"Jul",12,37
"1687","Psammisia ulbrichiana",7,"2013","Collared Inca",277,3,16,124,1,"1700_1900","2013-07-30","FL084",1850,0.378,254.444444444445,"Jul",5,37
"1688","Psammisia ulbrichiana",7,"2013","Tawny-bellied Hermit",266,3,11,124,0,"1700_1900","2013-07-26","FL072",NA,1.2,254.444444444445,"Jul",15,37
"1689","Psammisia ulbrichiana",7,"2013","Booted Racket-tail",266,1,8,124,0,"1700_1900","2013-07-24","FL072",NA,1.571,254.444444444445,"Jul",2,37
